itemset support
"CATL_1 GARL_1 ==> ASCEN_2" " 857302 #CONF: 0.8699864017373303"
"ASCEN_2 GARL_1 ==> CATL_1" " 857302 #CONF: 1.0"
"GARL_1 ==> ASCEN_2 CATL_1" " 857302 #CONF: 0.8699864017373303"
"ASCEN_2 GARL_2 ==> CATL_1" " 346539 #CONF: 1.0"
"ASCEN_2 INAT_11 ==> CATL_1" " 1075859 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> INAT_11" " 1075859 #CONF: 0.8936886183474396"
"ASCEN_2 ==> CATL_1 INAT_11" " 1075859 #CONF: 0.8936886183474396"
"ASCEN_2 NA38_ZZ ==> CATL_1" " 710636 #CONF: 1.0"
"ASCEN_2 NBPI_4 ==> CATL_1" " 304397 #CONF: 1.0"
"CATL_1 NBPI_5 ==> ASCEN_2" " 321517 #CONF: 0.9211333782177084"
"ASCEN_2 NBPI_5 ==> CATL_1" " 321517 #CONF: 1.0"
"NBPI_5 ==> ASCEN_2 CATL_1" " 321517 #CONF: 0.9211333782177084"
"ASCEN_2 NPERR_2 ==> CATL_1" " 364550 #CONF: 1.0"
"ASCEN_2 SANI_2 ==> CATL_1" " 1169411 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> SANI_2" " 1169411 #CONF: 0.9713998775585813"
"ASCEN_2 ==> CATL_1 SANI_2" " 1169411 #CONF: 0.9713998775585813"
"ASCEN_2 SEXE_1 ==> CATL_1" " 588697 #CONF: 1.0"
"ASCEN_2 SEXE_2 ==> CATL_1" " 615144 #CONF: 1.0"
"CATL_1 STOCD_10 ==> ASCEN_2" " 743455 #CONF: 0.9315988381563878"
"ASCEN_2 STOCD_10 ==> CATL_1" " 743455 #CONF: 1.0"
"STOCD_10 ==> ASCEN_2 CATL_1" " 743455 #CONF: 0.9315988381563878"
"ASCEN_2 SURF_5 ==> CATL_1" " 309425 #CONF: 1.0"
"CATL_1 SURF_7 ==> ASCEN_2" " 303980 #CONF: 0.9749166936603796"
"ASCEN_2 SURF_7 ==> CATL_1" " 303980 #CONF: 1.0"
"SURF_7 ==> ASCEN_2 CATL_1" " 303980 #CONF: 0.9749166936603796"
"ASCEN_2 TACT_11 ==> CATL_1" " 493205 #CONF: 1.0"
"ASCEN_2 CMBL_2 ==> INAT_11" " 478108 #CONF: 0.8711436005451617"
"ASCEN_2 CMBL_2 ==> SANI_2" " 533149 #CONF: 0.9714318511446209"
"COUPLE_1 GARL_1 ==> ASCEN_2" " 470003 #CONF: 0.8931377057529103"
"COUPLE_1 INAT_11 ==> ASCEN_2" " 524554 #CONF: 0.8868034575857423"
"ASCEN_2 COUPLE_1 ==> INAT_11" " 524554 #CONF: 0.8694197945430256"
"COUPLE_1 SANI_2 ==> ASCEN_2" " 588946 #CONF: 0.8747285716407491"
"ASCEN_2 COUPLE_1 ==> SANI_2" " 588946 #CONF: 0.9761460408593524"
"COUPLE_1 SEXE_1 ==> ASCEN_2" " 302289 #CONF: 0.8671639008017901"
"COUPLE_1 SEXE_2 ==> ASCEN_2" " 301049 #CONF: 0.8698474980785567"
"COUPLE_1 STOCD_10 ==> ASCEN_2" " 429618 #CONF: 0.9424092727783238"
"COUPLE_1 TACT_11 ==> ASCEN_2" " 343908 #CONF: 0.8792992360322769"
"ASCEN_2 CS1_8 ==> COUPLE_2" " 327758 #CONF: 0.8562009378142919"
"ASCEN_2 COUPLE_2 ==> INAT_11" " 551305 #CONF: 0.9180720162930077"
"ASCEN_2 COUPLE_2 ==> SANI_2" " 580465 #CONF: 0.9666313074206124"
"COUPLE_2 STOCD_10 ==> ASCEN_2" " 313837 #CONF: 0.9171961305783675"
"ASCEN_2 CS1_8 ==> INAT_11" " 340988 #CONF: 0.8907616149214352"
"ASCEN_2 CS1_8 ==> NA38_ZZ" " 382805 #CONF: 1.0"
"ASCEN_2 CS1_8 ==> SANI_2" " 370653 #CONF: 0.9682553780645499"
"ASCEN_2 DIPL_15_A ==> SANI_2" " 305723 #CONF: 0.9614656452059275"
"GARL_1 INAT_11 ==> ASCEN_2" " 783421 #CONF: 0.8773953011219697"
"ASCEN_2 GARL_1 ==> INAT_11" " 783421 #CONF: 0.9138215004747452"
"GARL_1 NA38_ZZ ==> ASCEN_2" " 492016 #CONF: 0.8724105586614962"
"GARL_1 SANI_2 ==> ASCEN_2" " 839142 #CONF: 0.8710910047824042"
"ASCEN_2 GARL_1 ==> SANI_2" " 839142 #CONF: 0.9788172662608976"
"GARL_1 ==> ASCEN_2 SANI_2" " 839142 #CONF: 0.8515577114326885"
"GARL_1 SEXE_1 ==> ASCEN_2" " 422969 #CONF: 0.8762401363968768"
"GARL_1 SEXE_2 ==> ASCEN_2" " 434333 #CONF: 0.8639814923484865"
"GARL_1 STOCD_10 ==> ASCEN_2" " 619554 #CONF: 0.9350544684010831"
"GARL_1 TACT_11 ==> ASCEN_2" " 365286 #CONF: 0.8667424373646033"
"ASCEN_2 GARL_2 ==> SANI_2" " 330269 #CONF: 0.9530500174583525"
"ASCEN_2 NA38_ZZ ==> INAT_11" " 631186 #CONF: 0.8881987402833518"
"INAT_11 NPERR_2 ==> ASCEN_2" " 329523 #CONF: 0.8568943324101884"
"ASCEN_2 NPERR_2 ==> INAT_11" " 329523 #CONF: 0.9039171581401728"
"ASCEN_2 SANI_2 ==> INAT_11" " 1049023 #CONF: 0.8970524477707154"
"ASCEN_2 INAT_11 ==> SANI_2" " 1049023 #CONF: 0.9750562108975247"
"ASCEN_2 ==> INAT_11 SANI_2" " 1049023 #CONF: 0.8713966379280985"
"ASCEN_2 SEXE_1 ==> INAT_11" " 526490 #CONF: 0.8943310395670439"
"ASCEN_2 SEXE_2 ==> INAT_11" " 549369 #CONF: 0.8930738168623932"
"INAT_11 STOCD_10 ==> ASCEN_2" " 684718 #CONF: 0.93464865942118"
"ASCEN_2 STOCD_10 ==> INAT_11" " 684718 #CONF: 0.9209945457357877"
"STOCD_10 ==> ASCEN_2 INAT_11" " 684718 #CONF: 0.8579974487558298"
"INAT_11 TACT_11 ==> ASCEN_2" " 444673 #CONF: 0.8541663065004715"
"ASCEN_2 TACT_11 ==> INAT_11" " 444673 #CONF: 0.9015987266957959"
"ASCEN_2 NA38_ZZ ==> SANI_2" " 687995 #CONF: 0.9681398071586579"
"NA38_ZZ STOCD_10 ==> ASCEN_2" " 428687 #CONF: 0.9305728612672846"
"NBPI_5 SANI_2 ==> ASCEN_2" " 314455 #CONF: 0.9231516710115315"
"ASCEN_2 NBPI_5 ==> SANI_2" " 314455 #CONF: 0.9780353760454346"
"NBPI_5 ==> ASCEN_2 SANI_2" " 314455 #CONF: 0.9009010299531579"
"ASCEN_2 NPERR_2 ==> SANI_2" " 355412 #CONF: 0.9749334796324235"
"ASCEN_2 SEXE_1 ==> SANI_2" " 571118 #CONF: 0.970139137790748"
"ASCEN_2 SEXE_2 ==> SANI_2" " 598293 #CONF: 0.9726064141079162"
"SANI_2 STOCD_10 ==> ASCEN_2" " 727729 #CONF: 0.9318962956133342"
"ASCEN_2 STOCD_10 ==> SANI_2" " 727729 #CONF: 0.9788474083838296"
"STOCD_10 ==> ASCEN_2 SANI_2" " 727729 #CONF: 0.9118931083827668"
"SANI_2 SURF_5 ==> ASCEN_2" " 300432 #CONF: 0.8511665462581276"
"ASCEN_2 SURF_5 ==> SANI_2" " 300432 #CONF: 0.970936414316878"
"SANI_2 SURF_7 ==> ASCEN_2" " 300138 #CONF: 0.9751230526811676"
"ASCEN_2 SURF_7 ==> SANI_2" " 300138 #CONF: 0.9873610105928021"
"SURF_7 ==> ASCEN_2 SANI_2" " 300138 #CONF: 0.9625947318963056"
"SANI_2 TACT_11 ==> ASCEN_2" " 481416 #CONF: 0.8505132236807237"
"ASCEN_2 TACT_11 ==> SANI_2" " 481416 #CONF: 0.9760971604099715"
"SEXE_1 STOCD_10 ==> ASCEN_2" " 365675 #CONF: 0.9375729123667066"
"SEXE_2 STOCD_10 ==> ASCEN_2" " 377780 #CONF: 0.9258882552038018"
"STOCD_10 TACT_11 ==> ASCEN_2" " 314768 #CONF: 0.9329997747293789"
"CMBL_2 COUPLE_1 ==> CATL_1" " 306767 #CONF: 1.0"
"CMBL_2 COUPLE_2 ==> CATL_1" " 360837 #CONF: 1.0"
"CMBL_2 GARL_1 ==> CATL_1" " 428012 #CONF: 1.0"
"CMBL_2 INAT_11 ==> CATL_1" " 575560 #CONF: 1.0"
"CATL_1 CMBL_2 ==> INAT_11" " 575560 #CONF: 0.862127848245367"
"CMBL_2 ==> CATL_1 INAT_11" " 575560 #CONF: 0.862127848245367"
"CMBL_2 NA38_ZZ ==> CATL_1" " 403315 #CONF: 1.0"
"CMBL_2 SANI_2 ==> CATL_1" " 647846 #CONF: 1.0"
"CATL_1 CMBL_2 ==> SANI_2" " 647846 #CONF: 0.9704046111167698"
"CMBL_2 ==> CATL_1 SANI_2" " 647846 #CONF: 0.9704046111167698"
"CMBL_2 SEXE_1 ==> CATL_1" " 317439 #CONF: 1.0"
"CMBL_2 SEXE_2 ==> CATL_1" " 350165 #CONF: 1.0"
"CMBL_2 STOCD_10 ==> CATL_1" " 316079 #CONF: 1.0"
"COUPLE_1 GARL_1 ==> CATL_1" " 526238 #CONF: 1.0"
"COUPLE_1 INAT_11 ==> CATL_1" " 588430 #CONF: 0.9947913056561923"
"CATL_1 COUPLE_1 ==> INAT_11" " 588430 #CONF: 0.8514582142572911"
"COUPLE_1 MODV_32 ==> CATL_1" " 328805 #CONF: 1.0"
"CATL_1 MODV_32 ==> COUPLE_1" " 328805 #CONF: 0.9942336534507366"
"MODV_32 ==> CATL_1 COUPLE_1" " 328805 #CONF: 0.9942336534507366"
"COUPLE_1 NA38_ZZ ==> CATL_1" " 301192 #CONF: 0.9921567464827241"
"COUPLE_1 NPERR_2 ==> CATL_1" " 336482 #CONF: 1.0"
"COUPLE_1 SANI_2 ==> CATL_1" " 673290 #CONF: 1.0"
"CATL_1 COUPLE_1 ==> SANI_2" " 673290 #CONF: 0.9742506348712532"
"COUPLE_1 ==> CATL_1 SANI_2" " 673290 #CONF: 0.9691962878352759"
"COUPLE_1 SEXE_1 ==> CATL_1" " 346349 #CONF: 0.9935569930721898"
"COUPLE_1 SEXE_2 ==> CATL_1" " 344736 #CONF: 0.9960762105092836"
"COUPLE_1 STOCD_10 ==> CATL_1" " 455872 #CONF: 1.0"
"COUPLE_1 TACT_11 ==> CATL_1" " 389893 #CONF: 0.9968730504505058"
"COUPLE_2 CS1_8 ==> CATL_1" " 401491 #CONF: 0.9715474205624212"
"CATL_1 CS1_8 ==> COUPLE_2" " 401491 #CONF: 0.855513980455915"
"COUPLE_2 GARL_1 ==> CATL_1" " 459182 #CONF: 1.0"
"COUPLE_2 INAT_11 ==> CATL_1" " 678917 #CONF: 0.9672477511233698"
"CATL_1 COUPLE_2 ==> INAT_11" " 678917 #CONF: 0.9013660219142363"
"COUPLE_2 ==> CATL_1 INAT_11" " 678917 #CONF: 0.8705515021734391"
"COUPLE_2 MODV_11 ==> CATL_1" " 302022 #CONF: 1.0"
"CATL_1 MODV_11 ==> COUPLE_2" " 302022 #CONF: 0.9983637283194002"
"MODV_11 ==> CATL_1 COUPLE_2" " 302022 #CONF: 0.9983637283194002"
"COUPLE_2 NA38_ZZ ==> CATL_1" " 562354 #CONF: 0.961722897170689"
"COUPLE_2 SANI_2 ==> CATL_1" " 726957 #CONF: 1.0"
"CATL_1 COUPLE_2 ==> SANI_2" " 726957 #CONF: 0.9651464600130907"
"COUPLE_2 ==> CATL_1 SANI_2" " 726957 #CONF: 0.9321515124315591"
"COUPLE_2 SEXE_1 ==> CATL_1" " 352942 #CONF: 0.96359312760561"
"COUPLE_2 SEXE_2 ==> CATL_1" " 400267 #CONF: 0.9677799189057842"
"COUPLE_2 STOCD_10 ==> CATL_1" " 342170 #CONF: 1.0"
"CS1_7 NA38_ZZ ==> CATL_1" " 301118 #CONF: 0.9646734690608532"
"CATL_1 CS1_7 ==> NA38_ZZ" " 301118 #CONF: 1.0"
"CS1_7 ==> CATL_1 NA38_ZZ" " 301118 #CONF: 0.9646734690608532"
"CS1_7 TACT_21 ==> CATL_1" " 301118 #CONF: 0.9646734690608532"
"CATL_1 TACT_21 ==> CS1_7" " 301118 #CONF: 0.993795338583093"
"CATL_1 CS1_7 ==> TACT_21" " 301118 #CONF: 1.0"
"TACT_21 ==> CATL_1 CS1_7" " 301118 #CONF: 0.9582451573483877"
"CS1_7 ==> CATL_1 TACT_21" " 301118 #CONF: 0.9646734690608532"
"CS1_8 INAT_11 ==> CATL_1" " 406963 #CONF: 0.9740151261308697"
"CATL_1 CS1_8 ==> INAT_11" " 406963 #CONF: 0.867173949175151"
"CS1_8 NA38_ZZ ==> CATL_1" " 469298 #CONF: 0.9726947885058614"
"CATL_1 CS1_8 ==> NA38_ZZ" " 469298 #CONF: 1.0"
"CS1_8 ==> CATL_1 NA38_ZZ" " 469298 #CONF: 0.9726947885058614"
"CS1_8 SANI_2 ==> CATL_1" " 452550 #CONF: 1.0"
"CATL_1 CS1_8 ==> SANI_2" " 452550 #CONF: 0.9643126542197069"
"CS1_8 ==> CATL_1 SANI_2" " 452550 #CONF: 0.9379818932497637"
"DIPL_15_A INAT_11 ==> CATL_1" " 308448 #CONF: 0.9564397697955944"
"DIPL_15_A SANI_2 ==> CATL_1" " 364077 #CONF: 1.0"
"CATL_1 DIPL_15_A ==> SANI_2" " 364077 #CONF: 0.9603288694519106"
"DIPL_15_A ==> CATL_1 SANI_2" " 364077 #CONF: 0.9211612273142443"
"DIPL_15_B SANI_2 ==> CATL_1" " 297995 #CONF: 1.0"
"CATL_1 DIPL_15_B ==> SANI_2" " 297995 #CONF: 0.9700042316330849"
"DIPL_15_B ==> CATL_1 SANI_2" " 297995 #CONF: 0.9571276694834957"
"DIPL_15_D SANI_2 ==> CATL_1" " 297562 #CONF: 1.0"
"CATL_1 DIPL_15_D ==> SANI_2" " 297562 #CONF: 0.9791251242160405"
"DIPL_15_D ==> CATL_1 SANI_2" " 297562 #CONF: 0.9690710905721702"
"GARL_1 INAT_11 ==> CATL_1" " 892894 #CONF: 1.0"
"CATL_1 GARL_1 ==> INAT_11" " 892894 #CONF: 0.9061050110612734"
"GARL_1 ==> CATL_1 INAT_11" " 892894 #CONF: 0.9061050110612734"
"GARL_1 NA38_ZZ ==> CATL_1" " 563973 #CONF: 1.0"
"GARL_1 NPERR_2 ==> CATL_1" " 315266 #CONF: 1.0"
"GARL_1 SANI_2 ==> CATL_1" " 963323 #CONF: 1.0"
"CATL_1 GARL_1 ==> SANI_2" " 963323 #CONF: 0.9775760589393355"
"GARL_1 ==> CATL_1 SANI_2" " 963323 #CONF: 0.9775760589393355"
"GARL_1 SEXE_1 ==> CATL_1" " 482709 #CONF: 1.0"
"GARL_1 SEXE_2 ==> CATL_1" " 502711 #CONF: 1.0"
"GARL_1 STOCD_10 ==> CATL_1" " 662586 #CONF: 1.0"
"GARL_1 TACT_11 ==> CATL_1" " 421447 #CONF: 1.0"
"GARL_2 INAT_11 ==> CATL_1" " 374453 #CONF: 1.0"
"GARL_2 NA38_ZZ ==> CATL_1" " 299573 #CONF: 1.0"
"GARL_2 SANI_2 ==> CATL_1" " 436924 #CONF: 1.0"
"CATL_1 GARL_2 ==> SANI_2" " 436924 #CONF: 0.952165518203254"
"GARL_2 ==> CATL_1 SANI_2" " 436924 #CONF: 0.952165518203254"
"INAT_11 NA38_ZZ ==> CATL_1" " 751483 #CONF: 0.9723856919557363"
"CATL_1 NA38_ZZ ==> INAT_11" " 751483 #CONF: 0.8702292639882531"
"INAT_11 NBPI_4 ==> CATL_1" " 317893 #CONF: 1.0"
"CATL_1 NBPI_4 ==> INAT_11" " 317893 #CONF: 0.8600512416772856"
"NBPI_4 ==> CATL_1 INAT_11" " 317893 #CONF: 0.8600512416772856"
"INAT_11 NBPI_5 ==> CATL_1" " 313940 #CONF: 1.0"
"CATL_1 NBPI_5 ==> INAT_11" " 313940 #CONF: 0.8994255754988612"
"NBPI_5 ==> CATL_1 INAT_11" " 313940 #CONF: 0.8994255754988612"
"INAT_11 NPERR_2 ==> CATL_1" " 384555 #CONF: 1.0"
"CATL_1 NPERR_2 ==> INAT_11" " 384555 #CONF: 0.8940602898712459"
"NPERR_2 ==> CATL_1 INAT_11" " 384555 #CONF: 0.8940602898712459"
"INAT_11 SANI_2 ==> CATL_1" " 1234826 #CONF: 1.0"
"CATL_1 SANI_2 ==> INAT_11" " 1234826 #CONF: 0.881862985601826"
"CATL_1 INAT_11 ==> SANI_2" " 1234826 #CONF: 0.974339308808085"
"SANI_2 ==> CATL_1 INAT_11" " 1234826 #CONF: 0.881862985601826"
"INAT_11 ==> CATL_1 SANI_2" " 1234826 #CONF: 0.9547006108625448"
"CATL_1 ==> INAT_11 SANI_2" " 1234826 #CONF: 0.8549685867281869"
"INAT_11 SEXE_1 ==> CATL_1" " 613669 #CONF: 0.9793444747307744"
"CATL_1 SEXE_1 ==> INAT_11" " 613669 #CONF: 0.877558841741135"
"SEXE_1 ==> CATL_1 INAT_11" " 613669 #CONF: 0.8584319990152083"
"INAT_11 SEXE_2 ==> CATL_1" " 653678 #CONF: 0.9803135849311267"
"CATL_1 SEXE_2 ==> INAT_11" " 653678 #CONF: 0.8774166010069758"
"SEXE_2 ==> CATL_1 INAT_11" " 653678 #CONF: 0.8604570040029644"
"INAT_11 STOCD_10 ==> CATL_1" " 732594 #CONF: 1.0"
"CATL_1 STOCD_10 ==> INAT_11" " 732594 #CONF: 0.9179892787597645"
"STOCD_10 ==> CATL_1 INAT_11" " 732594 #CONF: 0.9179892787597645"
"INAT_11 SURF_5 ==> CATL_1" " 319649 #CONF: 1.0"
"CATL_1 SURF_5 ==> INAT_11" " 319649 #CONF: 0.8772311627294282"
"SURF_5 ==> CATL_1 INAT_11" " 319649 #CONF: 0.8772311627294282"
"INAT_11 TACT_11 ==> CATL_1" " 515864 #CONF: 0.9909161283382604"
"CATL_1 TACT_11 ==> INAT_11" " 515864 #CONF: 0.8882751210507828"
"TACT_11 ==> CATL_1 INAT_11" " 515864 #CONF: 0.8799385927505331"
"MODV_32 SANI_2 ==> CATL_1" " 321684 #CONF: 1.0"
"CATL_1 MODV_32 ==> SANI_2" " 321684 #CONF: 0.9727013232056896"
"MODV_32 ==> CATL_1 SANI_2" " 321684 #CONF: 0.9727013232056896"
"NA38_ZZ SANI_2 ==> CATL_1" " 834217 #CONF: 1.0"
"CATL_1 NA38_ZZ ==> SANI_2" " 834217 #CONF: 0.9660365516139268"
"NA38_ZZ ==> CATL_1 SANI_2" " 834217 #CONF: 0.9391067747821985"
"NA38_ZZ SEXE_1 ==> CATL_1" " 397112 #CONF: 0.9723247187297235"
"NA38_ZZ SEXE_2 ==> CATL_1" " 466434 #CONF: 0.971952139430791"
"NA38_ZZ STOCD_10 ==> CATL_1" " 460670 #CONF: 1.0"
"NA38_ZZ TACT_21 ==> CATL_1" " 302998 #CONF: 0.964227864778083"
"CATL_1 TACT_21 ==> NA38_ZZ" " 302998 #CONF: 1.0"
"TACT_21 ==> CATL_1 NA38_ZZ" " 302998 #CONF: 0.964227864778083"
"NBPI_4 SANI_2 ==> CATL_1" " 356532 #CONF: 1.0"
"CATL_1 NBPI_4 ==> SANI_2" " 356532 #CONF: 0.9645880510035956"
"NBPI_4 ==> CATL_1 SANI_2" " 356532 #CONF: 0.9645880510035956"
"NBPI_5 SANI_2 ==> CATL_1" " 340632 #CONF: 1.0"
"CATL_1 NBPI_5 ==> SANI_2" " 340632 #CONF: 0.9758970906330129"
"NBPI_5 ==> CATL_1 SANI_2" " 340632 #CONF: 0.9758970906330129"
"NPERR_2 SANI_2 ==> CATL_1" " 419040 #CONF: 1.0"
"CATL_1 NPERR_2 ==> SANI_2" " 419040 #CONF: 0.9742352169849484"
"NPERR_2 ==> CATL_1 SANI_2" " 419040 #CONF: 0.9742352169849484"
"SANI_2 SEXE_1 ==> CATL_1" " 676919 #CONF: 1.0"
"CATL_1 SEXE_1 ==> SANI_2" " 676919 #CONF: 0.9680075962653601"
"SEXE_1 ==> CATL_1 SANI_2" " 676919 #CONF: 0.946909376783536"
"SANI_2 SEXE_2 ==> CATL_1" " 723328 #CONF: 1.0"
"CATL_1 SEXE_2 ==> SANI_2" " 723328 #CONF: 0.9709061574248694"
"SEXE_2 ==> CATL_1 SANI_2" " 723328 #CONF: 0.9521394995570545"
"SANI_2 STOCD_10 ==> CATL_1" " 780912 #CONF: 1.0"
"CATL_1 STOCD_10 ==> SANI_2" " 780912 #CONF: 0.9785349643251859"
"STOCD_10 ==> CATL_1 SANI_2" " 780912 #CONF: 0.9785349643251859"
"SANI_2 STOCD_21 ==> CATL_1" " 304802 #CONF: 1.0"
"CATL_1 STOCD_21 ==> SANI_2" " 304802 #CONF: 0.9655410542321338"
"STOCD_21 ==> CATL_1 SANI_2" " 304802 #CONF: 0.9655410542321338"
"SANI_2 SURF_5 ==> CATL_1" " 352965 #CONF: 1.0"
"CATL_1 SURF_5 ==> SANI_2" " 352965 #CONF: 0.9686621805567752"
"SURF_5 ==> CATL_1 SANI_2" " 352965 #CONF: 0.9686621805567752"
"SANI_2 SURF_7 ==> CATL_1" " 307795 #CONF: 1.0"
