itemset support
"CATL_1 ==> INAT_11" " 1267347 #CONF: 0.8774854704097642"
"NA38_ZZ ==> CATL_1" " 863546 #CONF: 0.9721234390285363"
"CATL_1 ==> NA38_ZZ" " 863546 #CONF: 0.5979018122349051"
"SANI_2 ==> CATL_1" " 1400247 #CONF: 1.0"
"CATL_1 ==> SANI_2" " 1400247 #CONF: 0.9695027466706917"
"SEXE_1 ==> CATL_1" " 699291 #CONF: 0.9782044897548092"
"SEXE_2 ==> CATL_1" " 745003 #CONF: 0.9806709868669596"
"CATL_1 ==> SEXE_2" " 745003 #CONF: 0.5158250328534218"
"STOCD_10 ==> CATL_1" " 798042 #CONF: 1.0"
"CATL_1 ==> STOCD_10" " 798042 #CONF: 0.5525481654012272"
"TACT_11 ==> CATL_1" " 580748 #CONF: 0.9906149253731343"
"CMBL_2 ==> INAT_11" " 575560 #CONF: 0.862127848245367"
"CMBL_2 ==> SANI_2" " 647846 #CONF: 0.9704046111167698"
"GARL_1 ==> COUPLE_1" " 526238 #CONF: 0.5340240709545169"
"COUPLE_1 ==> GARL_1" " 526238 #CONF: 0.7575159531819274"
"COUPLE_1 ==> INAT_11" " 591511 #CONF: 0.851475984217398"
"COUPLE_1 ==> SANI_2" " 673290 #CONF: 0.9691962878352759"
"STOCD_10 ==> COUPLE_1" " 455872 #CONF: 0.5712381052626303"
"COUPLE_1 ==> STOCD_10" " 455872 #CONF: 0.656224583950516"
"COUPLE_2 ==> GARL_1" " 459182 #CONF: 0.5887930039621988"
"INAT_11 ==> COUPLE_2" " 701906 #CONF: 0.5426757186584064"
"COUPLE_2 ==> INAT_11" " 701906 #CONF: 0.9000294920948363"
"NA38_ZZ ==> COUPLE_2" " 584736 #CONF: 0.6582574306913472"
"COUPLE_2 ==> NA38_ZZ" " 584736 #CONF: 0.7497865028786849"
"SANI_2 ==> COUPLE_2" " 726957 #CONF: 0.5191634047421634"
"COUPLE_2 ==> SANI_2" " 726957 #CONF: 0.9321515124315591"
"NA38_ZZ ==> CS1_8" " 482472 #CONF: 0.543135327909545"
"CS1_8 ==> NA38_ZZ" " 482472 #CONF: 1.0"
"CS1_8 ==> SANI_2" " 452550 #CONF: 0.9379818932497637"
"INAT_11 ==> GARL_1" " 892894 #CONF: 0.6903373003447457"
"GARL_1 ==> INAT_11" " 892894 #CONF: 0.9061050110612734"
"NA38_ZZ ==> GARL_1" " 563973 #CONF: 0.6348838073238029"
"GARL_1 ==> NA38_ZZ" " 563973 #CONF: 0.5723173875098942"
"SANI_2 ==> GARL_1" " 963323 #CONF: 0.6879664801995647"
"GARL_1 ==> SANI_2" " 963323 #CONF: 0.9775760589393355"
"SEXE_1 ==> GARL_1" " 482709 #CONF: 0.6752383643505411"
"SEXE_2 ==> GARL_1" " 502711 #CONF: 0.6617343721822276"
"GARL_1 ==> SEXE_2" " 502711 #CONF: 0.510148972011934"
"STOCD_10 ==> GARL_1" " 662586 #CONF: 0.8302645725412948"
"GARL_1 ==> STOCD_10" " 662586 #CONF: 0.6723894380061294"
"NA38_ZZ ==> INAT_11" " 772824 #CONF: 0.8699945627028433"
"INAT_11 ==> NA38_ZZ" " 772824 #CONF: 0.5975056768234839"
"SANI_2 ==> INAT_11" " 1234826 #CONF: 0.881862985601826"
"INAT_11 ==> SANI_2" " 1234826 #CONF: 0.9547006108625448"
"SEXE_1 ==> INAT_11" " 626612 #CONF: 0.8765373381528442"
"SEXE_2 ==> INAT_11" " 666805 #CONF: 0.8777364888434316"
"INAT_11 ==> SEXE_2" " 666805 #CONF: 0.5155375257940787"
"STOCD_10 ==> INAT_11" " 732594 #CONF: 0.9179892787597645"
"INAT_11 ==> STOCD_10" " 732594 #CONF: 0.5664020188384721"
"TACT_11 ==> INAT_11" " 520593 #CONF: 0.8880051172707889"
"SANI_2 ==> NA38_ZZ" " 834217 #CONF: 0.5957641758918248"
"NA38_ZZ ==> SANI_2" " 834217 #CONF: 0.9391067747821985"
"SEXE_2 ==> NA38_ZZ" " 479894 #CONF: 0.6316996341914499"
"NA38_ZZ ==> SEXE_2" " 479894 #CONF: 0.540233184623819"
"STOCD_10 ==> NA38_ZZ" " 460670 #CONF: 0.5772503201585881"
"NA38_ZZ ==> STOCD_10" " 460670 #CONF: 0.5185920664993825"
"SEXE_1 ==> SANI_2" " 676919 #CONF: 0.946909376783536"
"SEXE_2 ==> SANI_2" " 723328 #CONF: 0.9521394995570545"
"SANI_2 ==> SEXE_2" " 723328 #CONF: 0.5165717191324102"
"STOCD_10 ==> SANI_2" " 780912 #CONF: 0.9785349643251859"
"SANI_2 ==> STOCD_10" " 780912 #CONF: 0.5576958922247289"
"TACT_11 ==> SANI_2" " 566030 #CONF: 0.9655095948827292"
"CATL_1 CMBL_2 ==> ASCEN_2" " 548828 #CONF: 0.8220861468774903"
"ASCEN_2 CMBL_2 ==> CATL_1" " 548828 #CONF: 1.0"
"CMBL_2 ==> ASCEN_2 CATL_1" " 548828 #CONF: 0.8220861468774903"
"CATL_1 COUPLE_1 ==> ASCEN_2" " 603338 #CONF: 0.8730300903651504"
"ASCEN_2 COUPLE_1 ==> CATL_1" " 603338 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> COUPLE_1" " 603338 #CONF: 0.5011774810793119"
"COUPLE_1 ==> ASCEN_2 CATL_1" " 603338 #CONF: 0.8685008687340666"
"ASCEN_2 ==> CATL_1 COUPLE_1" " 603338 #CONF: 0.5011774810793119"
"CATL_1 COUPLE_2 ==> ASCEN_2" " 600503 #CONF: 0.7972594591939289"
"ASCEN_2 COUPLE_2 ==> CATL_1" " 600503 #CONF: 1.0"
"COUPLE_2 ==> ASCEN_2 CATL_1" " 600503 #CONF: 0.770003975021478"
"CATL_1 GARL_1 ==> ASCEN_2" " 857302 #CONF: 0.8699864017373303"
"ASCEN_2 GARL_1 ==> CATL_1" " 857302 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> GARL_1" " 857302 #CONF: 0.7121388954189133"
"GARL_1 ==> ASCEN_2 CATL_1" " 857302 #CONF: 0.8699864017373303"
"CATL_1 ==> ASCEN_2 GARL_1" " 857302 #CONF: 0.593578592724196"
"ASCEN_2 ==> CATL_1 GARL_1" " 857302 #CONF: 0.7121388954189133"
"CATL_1 INAT_11 ==> ASCEN_2" " 1075859 #CONF: 0.8489064163169203"
"ASCEN_2 INAT_11 ==> CATL_1" " 1075859 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> INAT_11" " 1075859 #CONF: 0.8936886183474396"
"INAT_11 ==> ASCEN_2 CATL_1" " 1075859 #CONF: 0.831795932788884"
"CATL_1 ==> ASCEN_2 INAT_11" " 1075859 #CONF: 0.74490304605572"
"ASCEN_2 ==> CATL_1 INAT_11" " 1075859 #CONF: 0.8936886183474396"
"CATL_1 NA38_ZZ ==> ASCEN_2" " 710636 #CONF: 0.822927788444391"
"ASCEN_2 NA38_ZZ ==> CATL_1" " 710636 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> NA38_ZZ" " 710636 #CONF: 0.5903071917304694"
"NA38_ZZ ==> ASCEN_2 CATL_1" " 710636 #CONF: 0.799987391774709"
"ASCEN_2 ==> CATL_1 NA38_ZZ" " 710636 #CONF: 0.5903071917304694"
"CATL_1 SANI_2 ==> ASCEN_2" " 1169411 #CONF: 0.8351462277726716"
"ASCEN_2 SANI_2 ==> CATL_1" " 1169411 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> SANI_2" " 1169411 #CONF: 0.9713998775585813"
"SANI_2 ==> ASCEN_2 CATL_1" " 1169411 #CONF: 0.8351462277726716"
"CATL_1 ==> ASCEN_2 SANI_2" " 1169411 #CONF: 0.8096765616972722"
"ASCEN_2 ==> CATL_1 SANI_2" " 1169411 #CONF: 0.9713998775585813"
"CATL_1 SEXE_1 ==> ASCEN_2" " 588697 #CONF: 0.8418483864371199"
"ASCEN_2 SEXE_1 ==> CATL_1" " 588697 #CONF: 1.0"
"SEXE_1 ==> ASCEN_2 CATL_1" " 588697 #CONF: 0.8234998713056323"
"CATL_1 SEXE_2 ==> ASCEN_2" " 615144 #CONF: 0.825693319355761"
"ASCEN_2 SEXE_2 ==> CATL_1" " 615144 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> SEXE_2" " 615144 #CONF: 0.5109844240227738"
"SEXE_2 ==> ASCEN_2 CATL_1" " 615144 #CONF: 0.8097334823420699"
"ASCEN_2 ==> CATL_1 SEXE_2" " 615144 #CONF: 0.5109844240227738"
"CATL_1 STOCD_10 ==> ASCEN_2" " 743455 #CONF: 0.9315988381563878"
"ASCEN_2 STOCD_10 ==> CATL_1" " 743455 #CONF: 1.0"
"ASCEN_2 CATL_1 ==> STOCD_10" " 743455 #CONF: 0.6175690975801622"
"STOCD_10 ==> ASCEN_2 CATL_1" " 743455 #CONF: 0.9315988381563878"
"CATL_1 ==> ASCEN_2 STOCD_10" " 743455 #CONF: 0.5147532289132268"
"ASCEN_2 ==> CATL_1 STOCD_10" " 743455 #CONF: 0.6175690975801622"
"CATL_1 TACT_11 ==> ASCEN_2" " 493205 #CONF: 0.8492581980480346"
"ASCEN_2 TACT_11 ==> CATL_1" " 493205 #CONF: 1.0"
"TACT_11 ==> ASCEN_2 CATL_1" " 493205 #CONF: 0.8412878464818764"
"CMBL_2 INAT_11 ==> ASCEN_2" " 478108 #CONF: 0.8306831607477935"
"ASCEN_2 CMBL_2 ==> INAT_11" " 478108 #CONF: 0.8711436005451617"
"CMBL_2 ==> ASCEN_2 INAT_11" " 478108 #CONF: 0.7161550859491554"
"CMBL_2 SANI_2 ==> ASCEN_2" " 533149 #CONF: 0.8229563816092096"
"ASCEN_2 CMBL_2 ==> SANI_2" " 533149 #CONF: 0.9714318511446209"
"CMBL_2 ==> ASCEN_2 SANI_2" " 533149 #CONF: 0.798600667461549"
"COUPLE_1 GARL_1 ==> ASCEN_2" " 470003 #CONF: 0.8931377057529103"
"ASCEN_2 GARL_1 ==> COUPLE_1" " 470003 #CONF: 0.5482350443600972"
"ASCEN_2 COUPLE_1 ==> GARL_1" " 470003 #CONF: 0.779004471788616"
"COUPLE_1 ==> ASCEN_2 GARL_1" " 470003 #CONF: 0.6765660604961357"
"COUPLE_1 INAT_11 ==> ASCEN_2" " 524554 #CONF: 0.8868034575857423"
"ASCEN_2 COUPLE_1 ==> INAT_11" " 524554 #CONF: 0.8694197945430256"
"COUPLE_1 ==> ASCEN_2 INAT_11" " 524554 #CONF: 0.7550918468552115"
"COUPLE_1 SANI_2 ==> ASCEN_2" " 588946 #CONF: 0.8747285716407491"
"ASCEN_2 SANI_2 ==> COUPLE_1" " 588946 #CONF: 0.5036261844638027"
"ASCEN_2 COUPLE_1 ==> SANI_2" " 588946 #CONF: 0.9761460408593524"
"COUPLE_1 ==> ASCEN_2 SANI_2" " 588946 #CONF: 0.8477836844976673"
"COUPLE_2 INAT_11 ==> ASCEN_2" " 551305 #CONF: 0.7854399307029716"
"ASCEN_2 INAT_11 ==> COUPLE_2" " 551305 #CONF: 0.5124323912334237"
"ASCEN_2 COUPLE_2 ==> INAT_11" " 551305 #CONF: 0.9180720162930077"
"COUPLE_2 ==> ASCEN_2 INAT_11" " 551305 #CONF: 0.706919101901599"
"COUPLE_2 NA38_ZZ ==> ASCEN_2" " 451206 #CONF: 0.7716405352158923"
"ASCEN_2 NA38_ZZ ==> COUPLE_2" " 451206 #CONF: 0.634932651878036"
"ASCEN_2 COUPLE_2 ==> NA38_ZZ" " 451206 #CONF: 0.7513800930220166"
"NA38_ZZ ==> ASCEN_2 COUPLE_2" " 451206 #CONF: 0.5079381161285094"
"COUPLE_2 ==> ASCEN_2 NA38_ZZ" " 451206 #CONF: 0.5785656583789606"
"COUPLE_2 SANI_2 ==> ASCEN_2" " 580465 #CONF: 0.7984860177424524"
"ASCEN_2 COUPLE_2 ==> SANI_2" " 580465 #CONF: 0.9666313074206124"
"COUPLE_2 ==> ASCEN_2 SANI_2" " 580465 #CONF: 0.7443099490940798"
"GARL_1 INAT_11 ==> ASCEN_2" " 783421 #CONF: 0.8773953011219697"
"ASCEN_2 INAT_11 ==> GARL_1" " 783421 #CONF: 0.7281818528264391"
"ASCEN_2 GARL_1 ==> INAT_11" " 783421 #CONF: 0.9138215004747452"
"INAT_11 ==> ASCEN_2 GARL_1" " 783421 #CONF: 0.6056987035117058"
"GARL_1 ==> ASCEN_2 INAT_11" " 783421 #CONF: 0.7950122790282316"
"ASCEN_2 ==> GARL_1 INAT_11" " 783421 #CONF: 0.650767833958139"
"GARL_1 NA38_ZZ ==> ASCEN_2" " 492016 #CONF: 0.8724105586614962"
"ASCEN_2 NA38_ZZ ==> GARL_1" " 492016 #CONF: 0.6923600830805081"
"ASCEN_2 GARL_1 ==> NA38_ZZ" " 492016 #CONF: 0.5739121103181842"
"NA38_ZZ ==> ASCEN_2 GARL_1" " 492016 #CONF: 0.5538793370324966"
"GARL_1 SANI_2 ==> ASCEN_2" " 839142 #CONF: 0.8710910047824042"
"ASCEN_2 SANI_2 ==> GARL_1" " 839142 #CONF: 0.7175766261818984"
"ASCEN_2 GARL_1 ==> SANI_2" " 839142 #CONF: 0.9788172662608976"
"SANI_2 ==> ASCEN_2 GARL_1" " 839142 #CONF: 0.5992814124936529"
"GARL_1 ==> ASCEN_2 SANI_2" " 839142 #CONF: 0.8515577114326885"
"ASCEN_2 ==> GARL_1 SANI_2" " 839142 #CONF: 0.6970538468119959"
"GARL_1 STOCD_10 ==> ASCEN_2" " 619554 #CONF: 0.9350544684010831"
"ASCEN_2 STOCD_10 ==> GARL_1" " 619554 #CONF: 0.8333443180824663"
"ASCEN_2 GARL_1 ==> STOCD_10" " 619554 #CONF: 0.7226788226319313"
"STOCD_10 ==> ASCEN_2 GARL_1" " 619554 #CONF: 0.7763425985098529"
"GARL_1 ==> ASCEN_2 STOCD_10" " 619554 #CONF: 0.6287207485133243"
"ASCEN_2 ==> GARL_1 STOCD_10" " 619554 #CONF: 0.5146476984917443"
"INAT_11 NA38_ZZ ==> ASCEN_2" " 631186 #CONF: 0.816726706209952"
"ASCEN_2 NA38_ZZ ==> INAT_11" " 631186 #CONF: 0.8881987402833518"
"ASCEN_2 INAT_11 ==> NA38_ZZ" " 631186 #CONF: 0.586680968416865"
"NA38_ZZ ==> ASCEN_2 INAT_11" " 631186 #CONF: 0.7105477936168608"
"ASCEN_2 ==> INAT_11 NA38_ZZ" " 631186 #CONF: 0.524310104075206"
"INAT_11 SANI_2 ==> ASCEN_2" " 1049023 #CONF: 0.8495310270434863"
"ASCEN_2 SANI_2 ==> INAT_11" " 1049023 #CONF: 0.8970524477707154"
"ASCEN_2 INAT_11 ==> SANI_2" " 1049023 #CONF: 0.9750562108975247"
"SANI_2 ==> ASCEN_2 INAT_11" " 1049023 #CONF: 0.7491699678699544"
"INAT_11 ==> ASCEN_2 SANI_2" " 1049023 #CONF: 0.8110477904651013"
"ASCEN_2 ==> INAT_11 SANI_2" " 1049023 #CONF: 0.8713966379280985"
"INAT_11 SEXE_1 ==> ASCEN_2" " 526490 #CONF: 0.840216912539179"
"ASCEN_2 SEXE_1 ==> INAT_11" " 526490 #CONF: 0.8943310395670439"
"SEXE_1 ==> ASCEN_2 INAT_11" " 526490 #CONF: 0.736481495988093"
"INAT_11 SEXE_2 ==> ASCEN_2" " 549369 #CONF: 0.8238825443720428"
"ASCEN_2 SEXE_2 ==> INAT_11" " 549369 #CONF: 0.8930738168623932"
"ASCEN_2 INAT_11 ==> SEXE_2" " 549369 #CONF: 0.5106328989207694"
"SEXE_2 ==> ASCEN_2 INAT_11" " 549369 #CONF: 0.7231517717165096"
"INAT_11 STOCD_10 ==> ASCEN_2" " 684718 #CONF: 0.93464865942118"
"ASCEN_2 STOCD_10 ==> INAT_11" " 684718 #CONF: 0.9209945457357877"
"ASCEN_2 INAT_11 ==> STOCD_10" " 684718 #CONF: 0.6364384180454874"
"STOCD_10 ==> ASCEN_2 INAT_11" " 684718 #CONF: 0.8579974487558298"
"INAT_11 ==> ASCEN_2 STOCD_10" " 684718 #CONF: 0.5293868876008279"
"ASCEN_2 ==> INAT_11 STOCD_10" " 684718 #CONF: 0.5687777704863017"
"INAT_11 TACT_11 ==> ASCEN_2" " 444673 #CONF: 0.8541663065004715"
"ASCEN_2 TACT_11 ==> INAT_11" " 444673 #CONF: 0.9015987266957959"
"TACT_11 ==> ASCEN_2 INAT_11" " 444673 #CONF: 0.7585040511727079"
"NA38_ZZ SANI_2 ==> ASCEN_2" " 687995 #CONF: 0.8247194674766877"
"ASCEN_2 SANI_2 ==> NA38_ZZ" " 687995 #CONF: 0.5883260889456317"
"ASCEN_2 NA38_ZZ ==> SANI_2" " 687995 #CONF: 0.9681398071586579"
"NA38_ZZ ==> ASCEN_2 SANI_2" " 687995 #CONF: 0.7744996392021245"
"ASCEN_2 ==> NA38_ZZ SANI_2" " 687995 #CONF: 0.5714998907663055"
"SANI_2 SEXE_1 ==> ASCEN_2" " 571118 #CONF: 0.8437021268423548"
"ASCEN_2 SEXE_1 ==> SANI_2" " 571118 #CONF: 0.970139137790748"
"SEXE_1 ==> ASCEN_2 SANI_2" " 571118 #CONF: 0.7989094551192382"
"SANI_2 SEXE_2 ==> ASCEN_2" " 598293 #CONF: 0.8271392784462926"
"ASCEN_2 SEXE_2 ==> SANI_2" " 598293 #CONF: 0.9726064141079162"
"ASCEN_2 SANI_2 ==> SEXE_2" " 598293 #CONF: 0.5116190971352245"
"SEXE_2 ==> ASCEN_2 SANI_2" " 598293 #CONF: 0.7875519786438362"
"SANI_2 STOCD_10 ==> ASCEN_2" " 727729 #CONF: 0.9318962956133342"
"ASCEN_2 STOCD_10 ==> SANI_2" " 727729 #CONF: 0.9788474083838296"
"ASCEN_2 SANI_2 ==> STOCD_10" " 727729 #CONF: 0.6223038777641052"
"STOCD_10 ==> ASCEN_2 SANI_2" " 727729 #CONF: 0.9118931083827668"
"SANI_2 ==> ASCEN_2 STOCD_10" " 727729 #CONF: 0.5197147360429981"
"ASCEN_2 ==> SANI_2 STOCD_10" " 727729 #CONF: 0.604505910664282"
"SANI_2 TACT_11 ==> ASCEN_2" " 481416 #CONF: 0.8505132236807237"
"ASCEN_2 TACT_11 ==> SANI_2" " 481416 #CONF: 0.9760971604099715"
"TACT_11 ==> ASCEN_2 SANI_2" " 481416 #CONF: 0.8211786780383795"
"CMBL_2 INAT_11 ==> CATL_1" " 575560 #CONF: 1.0"
"CATL_1 CMBL_2 ==> INAT_11" " 575560 #CONF: 0.862127848245367"
"CMBL_2 ==> CATL_1 INAT_11" " 575560 #CONF: 0.862127848245367"
"CMBL_2 SANI_2 ==> CATL_1" " 647846 #CONF: 1.0"
"CATL_1 CMBL_2 ==> SANI_2" " 647846 #CONF: 0.9704046111167698"
"CMBL_2 ==> CATL_1 SANI_2" " 647846 #CONF: 0.9704046111167698"
"COUPLE_1 GARL_1 ==> CATL_1" " 526238 #CONF: 1.0"
"CATL_1 GARL_1 ==> COUPLE_1" " 526238 #CONF: 0.5340240709545169"
"CATL_1 COUPLE_1 ==> GARL_1" " 526238 #CONF: 0.761466389807332"
"GARL_1 ==> CATL_1 COUPLE_1" " 526238 #CONF: 0.5340240709545169"
"COUPLE_1 ==> CATL_1 GARL_1" " 526238 #CONF: 0.7575159531819274"
"COUPLE_1 INAT_11 ==> CATL_1" " 588430 #CONF: 0.9947913056561923"
"CATL_1 COUPLE_1 ==> INAT_11" " 588430 #CONF: 0.8514582142572911"
"COUPLE_1 ==> CATL_1 INAT_11" " 588430 #CONF: 0.8470409060745168"
"COUPLE_1 SANI_2 ==> CATL_1" " 673290 #CONF: 1.0"
"CATL_1 COUPLE_1 ==> SANI_2" " 673290 #CONF: 0.9742506348712532"
"COUPLE_1 ==> CATL_1 SANI_2" " 673290 #CONF: 0.9691962878352759"
"COUPLE_1 STOCD_10 ==> CATL_1" " 455872 #CONF: 1.0"
"CATL_1 STOCD_10 ==> COUPLE_1" " 455872 #CONF: 0.5712381052626303"
"CATL_1 COUPLE_1 ==> STOCD_10" " 455872 #CONF: 0.6596467872982339"
"STOCD_10 ==> CATL_1 COUPLE_1" " 455872 #CONF: 0.5712381052626303"
"COUPLE_1 ==> CATL_1 STOCD_10" " 455872 #CONF: 0.656224583950516"
"COUPLE_2 GARL_1 ==> CATL_1" " 459182 #CONF: 1.0"
"CATL_1 COUPLE_2 ==> GARL_1" " 459182 #CONF: 0.6096342449439665"
"COUPLE_2 ==> CATL_1 GARL_1" " 459182 #CONF: 0.5887930039621988"
"COUPLE_2 INAT_11 ==> CATL_1" " 678917 #CONF: 0.9672477511233698"
"CATL_1 INAT_11 ==> COUPLE_2" " 678917 #CONF: 0.5356993783075985"
"CATL_1 COUPLE_2 ==> INAT_11" " 678917 #CONF: 0.9013660219142363"
"INAT_11 ==> CATL_1 COUPLE_2" " 678917 #CONF: 0.5249018684616021"
"COUPLE_2 ==> CATL_1 INAT_11" " 678917 #CONF: 0.8705515021734391"
"COUPLE_2 NA38_ZZ ==> CATL_1" " 562354 #CONF: 0.961722897170689"
"CATL_1 NA38_ZZ ==> COUPLE_2" " 562354 #CONF: 0.6512148744826564"
"CATL_1 COUPLE_2 ==> NA38_ZZ" " 562354 #CONF: 0.7466108344430298"
"NA38_ZZ ==> CATL_1 COUPLE_2" " 562354 #CONF: 0.6330612433286165"
"COUPLE_2 ==> CATL_1 NA38_ZZ" " 562354 #CONF: 0.721086847807968"
"COUPLE_2 SANI_2 ==> CATL_1" " 726957 #CONF: 1.0"
"CATL_1 SANI_2 ==> COUPLE_2" " 726957 #CONF: 0.5191634047421634"
"CATL_1 COUPLE_2 ==> SANI_2" " 726957 #CONF: 0.9651464600130907"
"SANI_2 ==> CATL_1 COUPLE_2" " 726957 #CONF: 0.5191634047421634"
"COUPLE_2 ==> CATL_1 SANI_2" " 726957 #CONF: 0.9321515124315591"
"CATL_1 ==> COUPLE_2 SANI_2" " 726957 #CONF: 0.5033303468684354"
"CS1_8 NA38_ZZ ==> CATL_1" " 469298 #CONF: 0.9726947885058614"
"CATL_1 NA38_ZZ ==> CS1_8" " 469298 #CONF: 0.5434545467178356"
"CATL_1 CS1_8 ==> NA38_ZZ" " 469298 #CONF: 1.0"
"NA38_ZZ ==> CATL_1 CS1_8" " 469298 #CONF: 0.5283049029110366"
"CS1_8 ==> CATL_1 NA38_ZZ" " 469298 #CONF: 0.9726947885058614"
"CS1_8 SANI_2 ==> CATL_1" " 452550 #CONF: 1.0"
"CATL_1 CS1_8 ==> SANI_2" " 452550 #CONF: 0.9643126542197069"
"CS1_8 ==> CATL_1 SANI_2" " 452550 #CONF: 0.9379818932497637"
"GARL_1 INAT_11 ==> CATL_1" " 892894 #CONF: 1.0"
"CATL_1 INAT_11 ==> GARL_1" " 892894 #CONF: 0.704537904772726"
"CATL_1 GARL_1 ==> INAT_11" " 892894 #CONF: 0.9061050110612734"
"INAT_11 ==> CATL_1 GARL_1" " 892894 #CONF: 0.6903373003447457"
"GARL_1 ==> CATL_1 INAT_11" " 892894 #CONF: 0.9061050110612734"
"CATL_1 ==> GARL_1 INAT_11" " 892894 #CONF: 0.6182217747910052"
"GARL_1 NA38_ZZ ==> CATL_1" " 563973 #CONF: 1.0"
"CATL_1 NA38_ZZ ==> GARL_1" " 563973 #CONF: 0.653089702227791"
"CATL_1 GARL_1 ==> NA38_ZZ" " 563973 #CONF: 0.5723173875098942"
"NA38_ZZ ==> CATL_1 GARL_1" " 563973 #CONF: 0.6348838073238029"
"GARL_1 ==> CATL_1 NA38_ZZ" " 563973 #CONF: 0.5723173875098942"
"GARL_1 SANI_2 ==> CATL_1" " 963323 #CONF: 1.0"
"CATL_1 SANI_2 ==> GARL_1" " 963323 #CONF: 0.6879664801995647"
"CATL_1 GARL_1 ==> SANI_2" " 963323 #CONF: 0.9775760589393355"
"SANI_2 ==> CATL_1 GARL_1" " 963323 #CONF: 0.6879664801995647"
"GARL_1 ==> CATL_1 SANI_2" " 963323 #CONF: 0.9775760589393355"
"CATL_1 ==> GARL_1 SANI_2" " 963323 #CONF: 0.6669853921708461"
"GARL_1 SEXE_1 ==> CATL_1" " 482709 #CONF: 1.0"
"CATL_1 SEXE_1 ==> GARL_1" " 482709 #CONF: 0.6902834442313714"
"SEXE_1 ==> CATL_1 GARL_1" " 482709 #CONF: 0.6752383643505411"
"GARL_1 SEXE_2 ==> CATL_1" " 502711 #CONF: 1.0"
"CATL_1 SEXE_2 ==> GARL_1" " 502711 #CONF: 0.6747771485483951"
"CATL_1 GARL_1 ==> SEXE_2" " 502711 #CONF: 0.510148972011934"
"SEXE_2 ==> CATL_1 GARL_1" " 502711 #CONF: 0.6617343721822276"
"GARL_1 ==> CATL_1 SEXE_2" " 502711 #CONF: 0.510148972011934"
"GARL_1 STOCD_10 ==> CATL_1" " 662586 #CONF: 1.0"
"CATL_1 STOCD_10 ==> GARL_1" " 662586 #CONF: 0.8302645725412948"
"CATL_1 GARL_1 ==> STOCD_10" " 662586 #CONF: 0.6723894380061294"
"STOCD_10 ==> CATL_1 GARL_1" " 662586 #CONF: 0.8302645725412948"
"GARL_1 ==> CATL_1 STOCD_10" " 662586 #CONF: 0.6723894380061294"
"INAT_11 NA38_ZZ ==> CATL_1" " 751483 #CONF: 0.9723856919557363"
"CATL_1 NA38_ZZ ==> INAT_11" " 751483 #CONF: 0.8702292639882531"
"CATL_1 INAT_11 ==> NA38_ZZ" " 751483 #CONF: 0.592957571998829"
"NA38_ZZ ==> CATL_1 INAT_11" " 751483 #CONF: 0.8459702648515325"
