itemset support
"ASCEN_2 NPERR_2 ==> CATL_1" " 364550 #CONF: 1.0"
"ASCEN_2 NPERR_3 ==> CATL_1" " 237222 #CONF: 1.0"
"ASCEN_2 NPERR_4 ==> CATL_1" " 251340 #CONF: 1.0"
"ASCEN_2 SANI_2 ==> CATL_1" " 1169411 #CONF: 1.0"
"ASCEN_2 SEXE_1 ==> CATL_1" " 588697 #CONF: 1.0"
"ASCEN_2 SEXE_2 ==> CATL_1" " 615144 #CONF: 1.0"
"ASCEN_2 STOCD_10 ==> CATL_1" " 743455 #CONF: 1.0"
"ASCEN_2 STOCD_21 ==> CATL_1" " 242701 #CONF: 1.0"
"ASCEN_2 STOCD_22 ==> CATL_1" " 178319 #CONF: 1.0"
"ASCEN_2 SURF_4 ==> CATL_1" " 211347 #CONF: 1.0"
"ASCEN_2 SURF_5 ==> CATL_1" " 309425 #CONF: 1.0"
"ASCEN_2 SURF_6 ==> CATL_1" " 252286 #CONF: 1.0"
"ASCEN_2 SURF_7 ==> CATL_1" " 303980 #CONF: 1.0"
"ASCEN_2 TACT_11 ==> CATL_1" " 493205 #CONF: 1.0"
"ASCEN_2 TACT_21 ==> CATL_1" " 256136 #CONF: 1.0"
"ASCEN_2 TACT_23 ==> CATL_1" " 203021 #CONF: 1.0"
"ASCEN_2 DIPL_15_Z ==> COUPLE_2" " 203021 #CONF: 1.0"
"ASCEN_2 TACT_23 ==> COUPLE_2" " 203021 #CONF: 1.0"
"ASCEN_2 CS1_7 ==> NA38_ZZ" " 254625 #CONF: 1.0"
"ASCEN_2 CS1_7 ==> TACT_21" " 254625 #CONF: 1.0"
"ASCEN_2 DIPL_15_Z ==> CS1_8" " 203021 #CONF: 1.0"
"ASCEN_2 CS1_8 ==> NA38_ZZ" " 382805 #CONF: 1.0"
"ASCEN_2 TACT_23 ==> CS1_8" " 203021 #CONF: 1.0"
"ASCEN_2 DIPL_15_Z ==> NA38_ZZ" " 203021 #CONF: 1.0"
"ASCEN_2 TACT_23 ==> DIPL_15_Z" " 203021 #CONF: 1.0"
"ASCEN_2 DIPL_15_Z ==> TACT_23" " 203021 #CONF: 1.0"
"ASCEN_2 TACT_21 ==> NA38_ZZ" " 256136 #CONF: 1.0"
"ASCEN_2 TACT_23 ==> NA38_ZZ" " 203021 #CONF: 1.0"
"CMBL_2 COUPLE_1 ==> CATL_1" " 306767 #CONF: 1.0"
"CMBL_2 COUPLE_2 ==> CATL_1" " 360837 #CONF: 1.0"
"CMBL_2 CS1_8 ==> CATL_1" " 223106 #CONF: 1.0"
"CMBL_2 DIPL_15_A ==> CATL_1" " 176741 #CONF: 1.0"
"CMBL_2 GARL_1 ==> CATL_1" " 428012 #CONF: 1.0"
"CMBL_2 GARL_2 ==> CATL_1" " 239592 #CONF: 1.0"
"CMBL_2 INAT_11 ==> CATL_1" " 575560 #CONF: 1.0"
"CMBL_2 MODV_32 ==> CATL_1" " 149230 #CONF: 1.0"
"CMBL_2 NA38_ZZ ==> CATL_1" " 403315 #CONF: 1.0"
"CMBL_2 NBPI_4 ==> CATL_1" " 186214 #CONF: 1.0"
"CMBL_2 NBPI_5 ==> CATL_1" " 151909 #CONF: 1.0"
"CMBL_2 NPERR_2 ==> CATL_1" " 195826 #CONF: 1.0"
"CMBL_2 SANI_2 ==> CATL_1" " 647846 #CONF: 1.0"
"CMBL_2 SEXE_1 ==> CATL_1" " 317439 #CONF: 1.0"
"CMBL_2 SEXE_2 ==> CATL_1" " 350165 #CONF: 1.0"
"CMBL_2 STOCD_10 ==> CATL_1" " 316079 #CONF: 1.0"
"CMBL_2 STOCD_21 ==> CATL_1" " 160869 #CONF: 1.0"
"CMBL_2 STOCD_22 ==> CATL_1" " 168117 #CONF: 1.0"
"CMBL_2 SURF_4 ==> CATL_1" " 166680 #CONF: 1.0"
"CMBL_2 SURF_5 ==> CATL_1" " 180419 #CONF: 1.0"
"CMBL_2 TACT_11 ==> CATL_1" " 264289 #CONF: 1.0"
"CMBL_3 GARL_1 ==> CATL_1" " 149990 #CONF: 1.0"
"CMBL_3 INAT_11 ==> CATL_1" " 168899 #CONF: 1.0"
"CMBL_3 SANI_2 ==> CATL_1" " 179509 #CONF: 1.0"
"CMBL_4 COUPLE_2 ==> CATL_1" " 152358 #CONF: 1.0"
"CMBL_4 GARL_1 ==> CATL_1" " 192382 #CONF: 1.0"
"CMBL_4 INAT_11 ==> CATL_1" " 249216 #CONF: 1.0"
"CMBL_4 NA38_ZZ ==> CATL_1" " 157538 #CONF: 1.0"
"CMBL_4 SANI_2 ==> CATL_1" " 270122 #CONF: 1.0"
"CMBL_6 GARL_1 ==> CATL_1" " 171365 #CONF: 1.0"
"CMBL_6 INAT_11 ==> CATL_1" " 195838 #CONF: 1.0"
"CMBL_6 SANI_2 ==> CATL_1" " 202716 #CONF: 1.0"
"CMBL_6 STOCD_10 ==> CATL_1" " 178125 #CONF: 1.0"
"COUPLE_1 GARL_1 ==> CATL_1" " 526238 #CONF: 1.0"
"COUPLE_1 GARL_2 ==> CATL_1" " 164847 #CONF: 1.0"
"COUPLE_1 MODV_32 ==> CATL_1" " 328805 #CONF: 1.0"
"COUPLE_1 MODV_40 ==> CATL_1" " 276485 #CONF: 1.0"
"COUPLE_1 NBPI_4 ==> CATL_1" " 180628 #CONF: 1.0"
"COUPLE_1 NBPI_5 ==> CATL_1" " 189732 #CONF: 1.0"
"COUPLE_1 NPERR_2 ==> CATL_1" " 336482 #CONF: 1.0"
"COUPLE_1 SANI_2 ==> CATL_1" " 673290 #CONF: 1.0"
"COUPLE_1 STOCD_10 ==> CATL_1" " 455872 #CONF: 1.0"
"COUPLE_1 SURF_5 ==> CATL_1" " 185517 #CONF: 1.0"
"COUPLE_1 SURF_6 ==> CATL_1" " 149891 #CONF: 1.0"
"COUPLE_1 SURF_7 ==> CATL_1" " 177454 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> COUPLE_2" " 240119 #CONF: 1.0"
"COUPLE_2 GARL_1 ==> CATL_1" " 459182 #CONF: 1.0"
"COUPLE_2 GARL_2 ==> CATL_1" " 294027 #CONF: 1.0"
"COUPLE_2 MODV_11 ==> CATL_1" " 302022 #CONF: 1.0"
"COUPLE_2 MODV_50 ==> CATL_1" " 170658 #CONF: 1.0"
"COUPLE_2 NBPI_3 ==> CATL_1" " 147542 #CONF: 1.0"
"COUPLE_2 NBPI_4 ==> CATL_1" " 188993 #CONF: 1.0"
"COUPLE_2 NBPI_5 ==> CATL_1" " 159313 #CONF: 1.0"
"COUPLE_2 NPERR_1 ==> CATL_1" " 249484 #CONF: 1.0"
"COUPLE_2 NPERR_4 ==> CATL_1" " 152364 #CONF: 1.0"
"COUPLE_2 SANI_2 ==> CATL_1" " 726957 #CONF: 1.0"
"COUPLE_2 STOCD_10 ==> CATL_1" " 342170 #CONF: 1.0"
"COUPLE_2 STOCD_21 ==> CATL_1" " 192234 #CONF: 1.0"
"COUPLE_2 STOCD_22 ==> CATL_1" " 180950 #CONF: 1.0"
"COUPLE_2 SURF_4 ==> CATL_1" " 167808 #CONF: 1.0"
"COUPLE_2 SURF_5 ==> CATL_1" " 178867 #CONF: 1.0"
"CATL_1 TACT_23 ==> COUPLE_2" " 240119 #CONF: 1.0"
"CS1_4 SANI_2 ==> CATL_1" " 160512 #CONF: 1.0"
"CS1_5 SANI_2 ==> CATL_1" " 195201 #CONF: 1.0"
"CS1_6 SANI_2 ==> CATL_1" " 172163 #CONF: 1.0"
"CS1_7 GARL_1 ==> CATL_1" " 223387 #CONF: 1.0"
"CS1_7 MODV_40 ==> CATL_1" " 164786 #CONF: 1.0"
"CATL_1 CS1_7 ==> NA38_ZZ" " 301118 #CONF: 1.0"
"CS1_7 NPERR_2 ==> CATL_1" " 174545 #CONF: 1.0"
"CS1_7 SANI_2 ==> CATL_1" " 292826 #CONF: 1.0"
"CS1_7 STOCD_10 ==> CATL_1" " 217786 #CONF: 1.0"
"CATL_1 CS1_7 ==> TACT_21" " 301118 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> CS1_8" " 240119 #CONF: 1.0"
"CS1_8 GARL_1 ==> CATL_1" " 291688 #CONF: 1.0"
"CS1_8 GARL_2 ==> CATL_1" " 177610 #CONF: 1.0"
"CS1_8 MODV_11 ==> CATL_1" " 261412 #CONF: 1.0"
"CATL_1 CS1_8 ==> NA38_ZZ" " 469298 #CONF: 1.0"
"CS1_8 SANI_2 ==> CATL_1" " 452550 #CONF: 1.0"
"CS1_8 STOCD_10 ==> CATL_1" " 214832 #CONF: 1.0"
"CATL_1 TACT_23 ==> CS1_8" " 240119 #CONF: 1.0"
"DIPL_15_A GARL_1 ==> CATL_1" " 238025 #CONF: 1.0"
"DIPL_15_A SANI_2 ==> CATL_1" " 364077 #CONF: 1.0"
"DIPL_15_A STOCD_10 ==> CATL_1" " 199444 #CONF: 1.0"
"DIPL_15_B GARL_1 ==> CATL_1" " 220272 #CONF: 1.0"
"DIPL_15_B SANI_2 ==> CATL_1" " 297995 #CONF: 1.0"
"DIPL_15_B STOCD_10 ==> CATL_1" " 182937 #CONF: 1.0"
"DIPL_15_C SANI_2 ==> CATL_1" " 208305 #CONF: 1.0"
"DIPL_15_D GARL_1 ==> CATL_1" " 220797 #CONF: 1.0"
"DIPL_15_D SANI_2 ==> CATL_1" " 297562 #CONF: 1.0"
"DIPL_15_D STOCD_10 ==> CATL_1" " 183632 #CONF: 1.0"
"DIPL_15_Z GARL_1 ==> CATL_1" " 161077 #CONF: 1.0"
"DIPL_15_Z MODV_11 ==> CATL_1" " 190714 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> NA38_ZZ" " 240119 #CONF: 1.0"
"DIPL_15_Z SANI_2 ==> CATL_1" " 232308 #CONF: 1.0"
"CATL_1 TACT_23 ==> DIPL_15_Z" " 240119 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> TACT_23" " 240119 #CONF: 1.0"
"GARL_1 INAT_11 ==> CATL_1" " 892894 #CONF: 1.0"
"GARL_1 MODV_11 ==> CATL_1" " 221048 #CONF: 1.0"
"GARL_1 MODV_32 ==> CATL_1" " 247092 #CONF: 1.0"
"GARL_1 MODV_40 ==> CATL_1" " 226983 #CONF: 1.0"
"GARL_1 NA38_ZZ ==> CATL_1" " 563973 #CONF: 1.0"
"GARL_1 NBPI_4 ==> CATL_1" " 243540 #CONF: 1.0"
"GARL_1 NBPI_5 ==> CATL_1" " 274982 #CONF: 1.0"
"GARL_1 NBPI_6 ==> CATL_1" " 151648 #CONF: 1.0"
"GARL_1 NPERR_2 ==> CATL_1" " 315266 #CONF: 1.0"
"GARL_1 NPERR_3 ==> CATL_1" " 195492 #CONF: 1.0"
"GARL_1 NPERR_4 ==> CATL_1" " 210216 #CONF: 1.0"
"GARL_1 SANI_2 ==> CATL_1" " 963323 #CONF: 1.0"
"GARL_1 SEXE_1 ==> CATL_1" " 482709 #CONF: 1.0"
"GARL_1 SEXE_2 ==> CATL_1" " 502711 #CONF: 1.0"
"GARL_1 STOCD_10 ==> CATL_1" " 662586 #CONF: 1.0"
"GARL_1 STOCD_21 ==> CATL_1" " 180525 #CONF: 1.0"
"GARL_1 SURF_4 ==> CATL_1" " 157871 #CONF: 1.0"
"GARL_1 SURF_5 ==> CATL_1" " 259673 #CONF: 1.0"
"GARL_1 SURF_6 ==> CATL_1" " 219372 #CONF: 1.0"
"GARL_1 SURF_7 ==> CATL_1" " 271844 #CONF: 1.0"
"GARL_1 TACT_11 ==> CATL_1" " 421447 #CONF: 1.0"
"GARL_1 TACT_21 ==> CATL_1" " 224486 #CONF: 1.0"
"GARL_1 TACT_23 ==> CATL_1" " 161077 #CONF: 1.0"
"GARL_2 INAT_11 ==> CATL_1" " 374453 #CONF: 1.0"
"GARL_2 NA38_ZZ ==> CATL_1" " 299573 #CONF: 1.0"
"GARL_2 SANI_2 ==> CATL_1" " 436924 #CONF: 1.0"
"GARL_2 SEXE_1 ==> CATL_1" " 216582 #CONF: 1.0"
"GARL_2 SEXE_2 ==> CATL_1" " 242292 #CONF: 1.0"
"GARL_2 STOCD_22 ==> CATL_1" " 159274 #CONF: 1.0"
"GARL_2 TACT_11 ==> CATL_1" " 159301 #CONF: 1.0"
"INAT_11 MODV_11 ==> CATL_1" " 278562 #CONF: 1.0"
"INAT_11 MODV_32 ==> CATL_1" " 268452 #CONF: 1.0"
"INAT_11 MODV_40 ==> CATL_1" " 247862 #CONF: 1.0"
"INAT_11 MODV_50 ==> CATL_1" " 160015 #CONF: 1.0"
"INAT_11 NBPI_3 ==> CATL_1" " 219413 #CONF: 1.0"
"INAT_11 NBPI_4 ==> CATL_1" " 317893 #CONF: 1.0"
"INAT_11 NBPI_5 ==> CATL_1" " 313940 #CONF: 1.0"
"INAT_11 NBPI_6 ==> CATL_1" " 166826 #CONF: 1.0"
"INAT_11 NPERR_1 ==> CATL_1" " 232412 #CONF: 1.0"
"INAT_11 NPERR_2 ==> CATL_1" " 384555 #CONF: 1.0"
"INAT_11 NPERR_3 ==> CATL_1" " 242897 #CONF: 1.0"
"INAT_11 NPERR_4 ==> CATL_1" " 249774 #CONF: 1.0"
"INAT_11 SANI_2 ==> CATL_1" " 1234826 #CONF: 1.0"
"INAT_11 STOCD_10 ==> CATL_1" " 732594 #CONF: 1.0"
"INAT_11 STOCD_21 ==> CATL_1" " 277002 #CONF: 1.0"
"INAT_11 STOCD_22 ==> CATL_1" " 213882 #CONF: 1.0"
"INAT_11 SURF_4 ==> CATL_1" " 243789 #CONF: 1.0"
"INAT_11 SURF_5 ==> CATL_1" " 319649 #CONF: 1.0"
"INAT_11 SURF_6 ==> CATL_1" " 246581 #CONF: 1.0"
"INAT_11 SURF_7 ==> CATL_1" " 289154 #CONF: 1.0"
"MODV_11 NA38_ZZ ==> CATL_1" " 271675 #CONF: 1.0"
"MODV_11 SANI_2 ==> CATL_1" " 293318 #CONF: 1.0"
"MODV_11 SEXE_1 ==> CATL_1" " 160787 #CONF: 1.0"
"MODV_11 STOCD_10 ==> CATL_1" " 185172 #CONF: 1.0"
"MODV_11 TACT_23 ==> CATL_1" " 190714 #CONF: 1.0"
"MODV_32 SANI_2 ==> CATL_1" " 321684 #CONF: 1.0"
"MODV_32 SEXE_1 ==> CATL_1" " 165353 #CONF: 1.0"
"MODV_32 SEXE_2 ==> CATL_1" " 165359 #CONF: 1.0"
"MODV_32 STOCD_10 ==> CATL_1" " 210736 #CONF: 1.0"
"MODV_32 TACT_11 ==> CATL_1" " 245069 #CONF: 1.0"
"MODV_40 NA38_ZZ ==> CATL_1" " 194740 #CONF: 1.0"
"MODV_40 NPERR_2 ==> CATL_1" " 270568 #CONF: 1.0"
"MODV_40 SANI_2 ==> CATL_1" " 272116 #CONF: 1.0"
"MODV_40 STOCD_10 ==> CATL_1" " 218355 #CONF: 1.0"
"MODV_40 TACT_21 ==> CATL_1" " 165380 #CONF: 1.0"
"MODV_50 NPERR_1 ==> CATL_1" " 177051 #CONF: 1.0"
"CATL_1 MODV_50 ==> NPERR_1" " 177051 #CONF: 1.0"
"MODV_50 ==> CATL_1 NPERR_1" " 177051 #CONF: 1.0"
"MODV_50 SANI_2 ==> CATL_1" " 170278 #CONF: 1.0"
"NA38_ZZ NBPI_3 ==> CATL_1" " 151530 #CONF: 1.0"
"NA38_ZZ NBPI_4 ==> CATL_1" " 230574 #CONF: 1.0"
"NA38_ZZ NBPI_5 ==> CATL_1" " 211953 #CONF: 1.0"
"NA38_ZZ NPERR_1 ==> CATL_1" " 157568 #CONF: 1.0"
"NA38_ZZ NPERR_2 ==> CATL_1" " 259836 #CONF: 1.0"
"NA38_ZZ NPERR_4 ==> CATL_1" " 162342 #CONF: 1.0"
"NA38_ZZ SANI_2 ==> CATL_1" " 834217 #CONF: 1.0"
"NA38_ZZ STOCD_10 ==> CATL_1" " 460670 #CONF: 1.0"
"NA38_ZZ STOCD_21 ==> CATL_1" " 173023 #CONF: 1.0"
"NA38_ZZ STOCD_22 ==> CATL_1" " 195041 #CONF: 1.0"
"NA38_ZZ SURF_4 ==> CATL_1" " 180200 #CONF: 1.0"
"NA38_ZZ SURF_5 ==> CATL_1" " 228495 #CONF: 1.0"
"NA38_ZZ SURF_6 ==> CATL_1" " 159628 #CONF: 1.0"
"NA38_ZZ SURF_7 ==> CATL_1" " 172898 #CONF: 1.0"
"CATL_1 TACT_21 ==> NA38_ZZ" " 302998 #CONF: 1.0"
"CATL_1 TACT_23 ==> NA38_ZZ" " 240119 #CONF: 1.0"
"NBPI_3 SANI_2 ==> CATL_1" " 249733 #CONF: 1.0"
"NBPI_3 SURF_4 ==> CATL_1" " 153561 #CONF: 1.0"
"NBPI_4 SANI_2 ==> CATL_1" " 356532 #CONF: 1.0"
"NBPI_4 SEXE_1 ==> CATL_1" " 175977 #CONF: 1.0"
"NBPI_4 SEXE_2 ==> CATL_1" " 193644 #CONF: 1.0"
"NBPI_4 STOCD_10 ==> CATL_1" " 184655 #CONF: 1.0"
"NBPI_4 SURF_5 ==> CATL_1" " 171485 #CONF: 1.0"
"NBPI_5 SANI_2 ==> CATL_1" " 340632 #CONF: 1.0"
"NBPI_5 SEXE_1 ==> CATL_1" " 171585 #CONF: 1.0"
"NBPI_5 SEXE_2 ==> CATL_1" " 177460 #CONF: 1.0"
"NBPI_5 STOCD_10 ==> CATL_1" " 249407 #CONF: 1.0"
"NBPI_6 SANI_2 ==> CATL_1" " 176973 #CONF: 1.0"
"NBPI_6 STOCD_10 ==> CATL_1" " 151832 #CONF: 1.0"
"NPERR_1 SANI_2 ==> CATL_1" " 249415 #CONF: 1.0"
"NPERR_2 SANI_2 ==> CATL_1" " 419040 #CONF: 1.0"
"NPERR_2 SEXE_1 ==> CATL_1" " 206684 #CONF: 1.0"
"NPERR_2 SEXE_2 ==> CATL_1" " 223438 #CONF: 1.0"
"NPERR_2 STOCD_10 ==> CATL_1" " 265296 #CONF: 1.0"
"NPERR_2 TACT_11 ==> CATL_1" " 170286 #CONF: 1.0"
"NPERR_2 TACT_21 ==> CATL_1" " 175288 #CONF: 1.0"
"NPERR_3 SANI_2 ==> CATL_1" " 266319 #CONF: 1.0"
"NPERR_3 STOCD_10 ==> CATL_1" " 156699 #CONF: 1.0"
"NPERR_4 SANI_2 ==> CATL_1" " 275092 #CONF: 1.0"
"NPERR_4 STOCD_10 ==> CATL_1" " 181792 #CONF: 1.0"
"SANI_2 SEXE_1 ==> CATL_1" " 676919 #CONF: 1.0"
"SANI_2 SEXE_2 ==> CATL_1" " 723328 #CONF: 1.0"
"SANI_2 STOCD_10 ==> CATL_1" " 780912 #CONF: 1.0"
"SANI_2 STOCD_21 ==> CATL_1" " 304802 #CONF: 1.0"
"SANI_2 STOCD_22 ==> CATL_1" " 262282 #CONF: 1.0"
"SANI_2 SURF_4 ==> CATL_1" " 281150 #CONF: 1.0"
"SANI_2 SURF_5 ==> CATL_1" " 352965 #CONF: 1.0"
"SANI_2 SURF_6 ==> CATL_1" " 264684 #CONF: 1.0"
"SANI_2 SURF_7 ==> CATL_1" " 307795 #CONF: 1.0"
"SANI_2 TACT_11 ==> CATL_1" " 566030 #CONF: 1.0"
"SANI_2 TACT_21 ==> CATL_1" " 294638 #CONF: 1.0"
"SANI_2 TACT_23 ==> CATL_1" " 232308 #CONF: 1.0"
"SEXE_1 STOCD_10 ==> CATL_1" " 390023 #CONF: 1.0"
"SEXE_1 STOCD_21 ==> CATL_1" " 153566 #CONF: 1.0"
"SEXE_1 SURF_5 ==> CATL_1" " 174389 #CONF: 1.0"
"SEXE_1 SURF_7 ==> CATL_1" " 156358 #CONF: 1.0"
"SEXE_2 STOCD_10 ==> CATL_1" " 408019 #CONF: 1.0"
"SEXE_2 STOCD_21 ==> CATL_1" " 162114 #CONF: 1.0"
"SEXE_2 STOCD_22 ==> CATL_1" " 148013 #CONF: 1.0"
"SEXE_2 SURF_4 ==> CATL_1" " 158505 #CONF: 1.0"
"SEXE_2 SURF_5 ==> CATL_1" " 189995 #CONF: 1.0"
"SEXE_2 SURF_7 ==> CATL_1" " 155443 #CONF: 1.0"
"STOCD_10 SURF_5 ==> CATL_1" " 203826 #CONF: 1.0"
"STOCD_10 SURF_6 ==> CATL_1" " 203755 #CONF: 1.0"
"STOCD_10 SURF_7 ==> CATL_1" " 277670 #CONF: 1.0"
"STOCD_10 TACT_11 ==> CATL_1" " 337372 #CONF: 1.0"
"STOCD_10 TACT_21 ==> CATL_1" " 218890 #CONF: 1.0"
"CMBL_2 CS1_8 ==> NA38_ZZ" " 223106 #CONF: 1.0"
"COUPLE_1 CS1_7 ==> NA38_ZZ" " 189453 #CONF: 1.0"
"COUPLE_1 CS1_7 ==> TACT_21" " 189453 #CONF: 1.0"
"COUPLE_1 TACT_21 ==> NA38_ZZ" " 190220 #CONF: 1.0"
"CS1_8 DIPL_15_Z ==> COUPLE_2" " 242023 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z ==> CS1_8" " 242023 #CONF: 1.0"
"DIPL_15_Z ==> COUPLE_2 CS1_8" " 242023 #CONF: 1.0"
"COUPLE_2 CS1_8 ==> NA38_ZZ" " 413249 #CONF: 1.0"
"CS1_8 TACT_23 ==> COUPLE_2" " 242023 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> CS1_8" " 242023 #CONF: 1.0"
"TACT_23 ==> COUPLE_2 CS1_8" " 242023 #CONF: 1.0"
